"", "Jens Beetsma reported contact with another vehicle Ali YARDIMCI. Impact speed: 4.60559",
"", "Ali YARDIMCI reported contact with another vehicle Jens Beetsma. Impact speed: 4.750694",
"", "Ks reported contact with environment. Impact speed: 33.59247",
"", "Cameron McIntyre reported contact with another vehicle Colin Kinzer. Impact speed: 10.222004",
"", "Cameron McIntyre reported contact with environment. Impact speed: 75.603424",
"", "Ks reported contact with environment. Impact speed: 5.4938164",
"", "Colin Kinzer reported contact with another vehicle Cameron McIntyre. Impact speed: 17.364962",
"", "Colin Kinzer reported contact with environment. Impact speed: 100.95674",
"", "Nick Chin reported contact with environment. Impact speed: 16.833836",
"", "Miguel Soto reported contact with environment. Impact speed: 16.967737",
"", "novic reported contact with environment. Impact speed: 9.466475",
"", "Ali YARDIMCI reported contact with environment. Impact speed: 22.70066",
"", "Ali YARDIMCI reported contact with environment. Impact speed: 33.266388",
"", "Cameron McIntyre reported contact with environment. Impact speed: 125.7603",
"", "Cameron McIntyre reported contact with environment. Impact speed: 45.9185",
"", "Ali YARDIMCI reported contact with environment. Impact speed: 24.797134",
"", "Nick Chin reported contact with environment. Impact speed: 11.583796",
"", "Nick Chin reported contact with environment. Impact speed: 13.44888",
"", "novic reported contact with environment. Impact speed: 9.512626",
"", "novic reported contact with environment. Impact speed: 3.1718216",
"", "Jens Beetsma reported contact with another vehicle Josh Brookes. Impact speed: 64.51564",
"", "Josh Brookes reported contact with another vehicle Jens Beetsma. Impact speed: 60.488716",
"", "Ali YARDIMCI reported contact with environment. Impact speed: 6.1270785",
"", "Nick Chin reported contact with environment. Impact speed: 33.56211",
"", "Ali YARDIMCI reported contact with environment. Impact speed: 54.335705",
"", "Aitor Montero reported contact with environment. Impact speed: 37.806385",
"", "Aitor Montero reported contact with environment. Impact speed: 22.236828",
"", "bright reported contact with environment. Impact speed: 123.10105",
"", "bright reported contact with environment. Impact speed: 91.57391",
"", "Mateusz Wasik reported contact with environment. Impact speed: 48.49325",
"", "Mateusz Wasik reported contact with environment. Impact speed: 62.821224",
"", "Colin Kinzer reported contact with another vehicle cndelta. Impact speed: 12.819948",
"", "Mateusz Wasik reported contact with environment. Impact speed: 12.605507",
"", "Colin Kinzer reported contact with environment. Impact speed: 37.663715",
"", "Shane Ross reported contact with environment. Impact speed: 4.723231",
"", "Aitor Montero reported contact with environment. Impact speed: 19.150272",
"", "Cameron McIntyre reported contact with environment. Impact speed: 13.3779125",
"", "Mateusz Wasik reported contact with environment. Impact speed: 89.33901",
"", "Nahteyue reported contact with environment. Impact speed: 179.18878",
"", "Tareek reported contact with environment. Impact speed: 96.24034",
"", "Cameron McIntyre reported contact with another vehicle Mateusz Wasik. Impact speed: 48.18353",
"", "Cameron McIntyre reported contact with another vehicle Colin Kinzer. Impact speed: 13.676666",
"", "Colin Kinzer reported contact with another vehicle Cameron McIntyre. Impact speed: 15.431034",
"", "Ali YARDIMCI reported contact with environment. Impact speed: 33.706104",
"", "Ali YARDIMCI reported contact with environment. Impact speed: 20.419746",
"", "Ks reported contact with another vehicle Nick Chin. Impact speed: 151.03682",
"", "Ali YARDIMCI reported contact with environment. Impact speed: 43.010513",
"", "bright reported contact with another vehicle cndelta. Impact speed: 17.156937",
"", "cndelta reported contact with another vehicle bright. Impact speed: 197.47867",
"", "cndelta reported contact with environment. Impact speed: 26.543999",
"", "Ks reported contact with environment. Impact speed: 11.582428",
"", "cndelta reported contact with environment. Impact speed: 8.427141",
"", "Aitor Montero reported contact with another vehicle Tareek. Impact speed: 22.277884",
"", "Aitor Montero reported contact with another vehicle Josh Brookes. Impact speed: 7.87782",
"", "Mateusz Wasik reported contact with another vehicle Tareek. Impact speed: 15.23507",
"", "Mateusz Wasik reported contact with another vehicle cndelta. Impact speed: 131.8038",
"", "Mateusz Wasik reported contact with another vehicle Josh Brookes. Impact speed: 13.926253",
"", "Mateusz Wasik reported contact with another vehicle Ks. Impact speed: 62.567104",
"", "Josh Brookes reported contact with another vehicle Mateusz Wasik. Impact speed: 64.88788",
"", "Josh Brookes reported contact with another vehicle Aitor Montero. Impact speed: 6.3614297",
"", "Tareek reported contact with another vehicle Mateusz Wasik. Impact speed: 17.422201",
"", "cndelta reported contact with another vehicle Mateusz Wasik. Impact speed: 130.45074",
"", "cndelta reported contact with environment. Impact speed: 38.91396",
"", "Ks reported contact with another vehicle Mateusz Wasik. Impact speed: 54.802654",
"", "Ks reported contact with environment. Impact speed: 56.611794",
"", "Tareek reported contact with another vehicle Shane Ross. Impact speed: 5.5838776",
"", "Shane Ross reported contact with another vehicle Tareek. Impact speed: 6.5969987",
"", "Ali YARDIMCI reported contact with environment. Impact speed: 53.530937",
"", "Ali YARDIMCI reported contact with environment. Impact speed: 68.546646",
"", "Jens Beetsma reported contact with another vehicle Mateusz Wasik. Impact speed: 132.40785",
"", "Jens Beetsma reported contact with environment. Impact speed: 148.00345",
"", "Mateusz Wasik reported contact with another vehicle Jens Beetsma. Impact speed: 124.14442",
"", "Mateusz Wasik reported contact with environment. Impact speed: 72.21734",
"", "Mateusz Wasik reported contact with environment. Impact speed: 17.766514",
"", "novic reported contact with environment. Impact speed: 52.578987",
"", "Mateusz Wasik reported contact with environment. Impact speed: 20.00003",
"", "Cameron McIntyre reported contact with another vehicle Miguel Soto. Impact speed: 18.19444",
"", "Shane Ross reported contact with another vehicle Josh Brookes. Impact speed: 8.785377",
"", "Nahteyue reported contact with another vehicle Ks. Impact speed: 23.66162",
"", "Miguel Soto reported contact with another vehicle Josh Brookes. Impact speed: 16.046848",
"", "Miguel Soto reported contact with another vehicle Shane Ross. Impact speed: 11.100698",
"", "Josh Brookes reported contact with another vehicle Shane Ross. Impact speed: 6.0777497",
"", "Josh Brookes reported contact with another vehicle Miguel Soto. Impact speed: 21.066133",
"", "Shane Ross reported contact with another vehicle Miguel Soto. Impact speed: 20.0603",
"", "Shane Ross reported contact with another vehicle Ks. Impact speed: 51.172333",
"", "Shane Ross reported contact with environment. Impact speed: 24.659222",
"", "Ks reported contact with another vehicle Shane Ross. Impact speed: 24.109766",
"", "Shane Ross reported contact with environment. Impact speed: 9.124856",
"", "Tareek reported contact with another vehicle Nahteyue. Impact speed: 15.512688",
"", "Shane Ross reported contact with another vehicle Nick Chin. Impact speed: 6.078547",
"", "Nahteyue reported contact with another vehicle Tareek. Impact speed: 2.4315429",
"", "Nick Chin reported contact with another vehicle Shane Ross. Impact speed: 23.558115",
"", "Colin Kinzer reported contact with environment. Impact speed: 84.729164",
"", "Colin Kinzer reported contact with another vehicle Cameron McIntyre. Impact speed: 115.87711",
"", "Cameron McIntyre reported contact with another vehicle Colin Kinzer. Impact speed: 84.505974",
"", "Ks reported contact with another vehicle Miguel Soto. Impact speed: 36.55851",
"", "Colin Kinzer reported contact with another vehicle Cameron McIntyre. Impact speed: 4.6452208",
"", "Colin Kinzer reported contact with environment. Impact speed: 31.568012",
"", "Nahteyue reported contact with another vehicle Aitor Montero. Impact speed: 23.534733",
"", "Aitor Montero reported contact with another vehicle Nahteyue. Impact speed: 45.242764",
"", "Miguel Soto reported contact with another vehicle Ks. Impact speed: 9.737591",
"", "Miguel Soto reported contact with environment. Impact speed: 89.87476",
"", "Josh Brookes reported contact with environment. Impact speed: 125.47968",
"", "Tareek reported contact with another vehicle Shane Ross. Impact speed: 160.64212",
"", "Tareek reported contact with environment. Impact speed: 1.8097847",
"", "Shane Ross reported contact with another vehicle Tareek. Impact speed: 157.5037",
"", "Mateusz Wasik reported contact with another vehicle Tareek. Impact speed: 199.72816",
"", "Mateusz Wasik reported contact with environment. Impact speed: 94.80226",
"", "Tareek reported contact with another vehicle Mateusz Wasik. Impact speed: 225.41571",
"", "Shane Ross reported contact with environment. Impact speed: 20.67133",
"", "Tareek reported contact with environment. Impact speed: 73.96453",
"", "Shane Ross reported contact with environment. Impact speed: 0.06924741",
"", "Mateusz Wasik reported contact with environment. Impact speed: 15.567925",

Practice cuts
'======================
Date, Lap e.t., Lap, Driver, Cut Time, Time skipped
"", "00:00", "1", "Colin Kinzer", "", ""
"", "00:00", "3", "novic", "", ""
"", "00:00", "6", "novic", "", ""
"", "00:00", "8", "novic", "", ""
"", "00:00", "1", "Josh Brookes", "", ""
"", "00:00", "2", "Josh Brookes", "", ""
"", "00:00", "4", "Josh Brookes", "", ""
"", "00:00", "5", "Josh Brookes", "", ""
"", "00:00", "5", "Josh Brookes", "", ""
"", "00:00", "6", "Josh Brookes", "", ""
"", "00:00", "7", "Josh Brookes", "", ""
"", "00:00", "8", "Josh Brookes", "", ""
"", "00:00", "1", "Nahteyue", "", ""
"", "00:00", "2", "Nahteyue", "", ""
"", "00:00", "3", "Nahteyue", "", ""
"", "00:00", "4", "Nahteyue", "", ""
"", "00:00", "6", "Nahteyue", "", ""
"", "00:00", "6", "Nahteyue", "", ""
"", "00:00", "8", "Nahteyue", "", ""
"", "00:00", "8", "Nahteyue", "", ""
"", "00:00", "8", "Nahteyue", "", ""
"", "00:00", "11", "Nahteyue", "", ""
"", "00:00", "11", "Nahteyue", "", ""
"", "00:00", "11", "Nahteyue", "", ""
"", "00:00", "12", "Nahteyue", "", ""
"", "00:00", "2", "Ks", "", ""
"", "00:00", "3", "Ks", "", ""
"", "00:00", "3", "Ks", "", ""
"", "00:00", "3", "Ks", "", ""
"", "00:00", "6", "Ks", "", ""
"", "00:00", "6", "Ks", "", ""
"", "00:00", "6", "Ks", "", ""
"", "00:00", "6", "Ks", "", ""
"", "00:00", "9", "Ks", "", ""
"", "00:00", "3", "cndelta", "", ""
"", "00:00", "4", "cndelta", "", ""
"", "00:00", "4", "cndelta", "", ""
"", "00:00", "1", "Jens Beetsma", "", ""
"", "00:00", "1", "Jens Beetsma", "", ""
"", "00:00", "4", "Jens Beetsma", "", ""
"", "00:00", "5", "Jens Beetsma", "", ""
"", "00:00", "5", "Jens Beetsma", "", ""
"", "00:00", "6", "Jens Beetsma", "", ""
"", "00:00", "8", "Jens Beetsma", "", ""
"", "00:00", "8", "Jens Beetsma", "", ""
"", "00:00", "9", "Jens Beetsma", "", ""
"", "00:00", "1", "Mateusz Wasik", "", ""
"", "00:00", "1", "Mateusz Wasik", "", ""
"", "00:00", "2", "Mateusz Wasik", "", ""
"", "00:00", "5", "Mateusz Wasik", "", ""
"", "00:00", "9", "Mateusz Wasik", "", ""
"", "00:00", "9", "Mateusz Wasik", "", ""
"", "00:00", "10", "Mateusz Wasik", "", ""
"", "00:00", "10", "Mateusz Wasik", "", ""
"", "00:00", "10", "Mateusz Wasik", "", ""
"", "00:00", "10", "Mateusz Wasik", "", ""
"", "00:00", "1", "Nick Chin", "", ""
"", "00:00", "2", "Nick Chin", "", ""
"", "00:00", "4", "Nick Chin", "", ""
"", "00:00", "5", "Nick Chin", "", ""
"", "00:00", "5", "Nick Chin", "", ""
"", "00:00", "6", "Nick Chin", "", ""
"", "00:00", "6", "Nick Chin", "", ""
"", "00:00", "7", "Nick Chin", "", ""
"", "00:00", "8", "Nick Chin", "", ""
"", "00:00", "1", "Tareek", "", ""
"", "00:00", "1", "Tareek", "", ""
"", "00:00", "2", "Tareek", "", ""
"", "00:00", "2", "Tareek", "", ""
"", "00:00", "2", "Tareek", "", ""
"", "00:00", "3", "Tareek", "", ""
"", "00:00", "4", "Tareek", "", ""
"", "00:00", "4", "Tareek", "", ""
"", "00:00", "4", "Tareek", "", ""
"", "00:00", "5", "Tareek", "", ""
"", "00:00", "7", "Tareek", "", ""
"", "00:00", "7", "Tareek", "", ""
"", "00:00", "8", "Tareek", "", ""
"", "00:00", "8", "Tareek", "", ""
"", "00:00", "1", "Shane Ross", "", ""
"", "00:00", "3", "Shane Ross", "", ""
"", "00:00", "4", "Shane Ross", "", ""
"", "00:00", "5", "Shane Ross", "", ""
"", "00:00", "6", "Shane Ross", "", ""
"", "00:00", "6", "Shane Ross", "", ""
"", "00:00", "7", "Shane Ross", "", ""
"", "00:00", "8", "Shane Ross", "", ""
"", "00:00", "1", "bright", "", ""
"", "00:00", "1", "Cameron McIntyre", "", ""
"", "00:00", "1", "Cameron McIntyre", "", ""
"", "00:00", "2", "Cameron McIntyre", "", ""
"", "00:00", "2", "Cameron McIntyre", "", ""
"", "00:00", "2", "Cameron McIntyre", "", ""
"", "00:00", "4", "Cameron McIntyre", "", ""
"", "00:00", "4", "Cameron McIntyre", "", ""
"", "00:00", "5", "Cameron McIntyre", "", ""
"", "00:00", "5", "Cameron McIntyre", "", ""
"", "00:00", "5", "Cameron McIntyre", "", ""
"", "00:00", "6", "Cameron McIntyre", "", ""
"", "00:00", "6", "Cameron McIntyre", "", ""
"", "00:00", "7", "Cameron McIntyre", "", ""
"", "00:00", "2", "Miguel Soto", "", ""
"", "00:00", "4", "Miguel Soto", "", ""
"", "00:00", "6", "Miguel Soto", "", ""
"", "00:00", "6", "Miguel Soto", "", ""
"", "00:00", "8", "Miguel Soto", "", ""
"", "00:00", "9", "Miguel Soto", "", ""
"", "00:00", "10", "Miguel Soto", "", ""
"", "00:00", "1", "Ali YARDIMCI", "", ""
"", "00:00", "1", "Ali YARDIMCI", "", ""
"", "00:00", "2", "Ali YARDIMCI", "", ""
"", "00:00", "5", "Ali YARDIMCI", "", ""
"", "00:00", "5", "Ali YARDIMCI", "", ""
"", "00:00", "6", "Ali YARDIMCI", "", ""
"", "00:00", "7", "Ali YARDIMCI", "", ""
"", "00:00", "7", "Ali YARDIMCI", "", ""
"", "00:00", "8", "Ali YARDIMCI", "", ""
"", "00:00", "8", "Ali YARDIMCI", "", ""
"", "00:00", "1", "Aitor Montero", "", ""
"", "00:00", "1", "Aitor Montero", "", ""
"", "00:00", "1", "Aitor Montero", "", ""
"", "00:00", "1", "Aitor Montero", "", ""
"", "00:00", "1", "Aitor Montero", "", ""
"", "00:00", "2", "Aitor Montero", "", ""
"", "00:00", "2", "Aitor Montero", "", ""
"", "00:00", "2", "Aitor Montero", "", ""
"", "00:00", "2", "Aitor Montero", "", ""
"", "00:00", "3", "Aitor Montero", "", ""
"", "00:00", "3", "Aitor Montero", "", ""
"", "00:00", "3", "Aitor Montero", "", ""
"", "00:00", "4", "Aitor Montero", "", ""
"", "00:00", "5", "Aitor Montero", "", ""
"", "00:00", "5", "Aitor Montero", "", ""
"", "00:00", "5", "Aitor Montero", "", ""
"", "00:00", "6", "Aitor Montero", "", ""
"", "00:00", "7", "Aitor Montero", "", ""
"", "00:00", "8", "Aitor Montero", "", ""
"", "00:00", "9", "Aitor Montero", "", ""
"", "00:00", "9", "Aitor Montero", "", ""






'+++++++++++++++++++++
Qualify
'+++++++++++++++++++++

Game:, "Assetto Corsa"
Session:, "Qualify"
Track:, "melbourne, melbourne22_fe"
Pole, "bright(01:35.9500)"
Lasted laps, "6"
Host, "Unknown"



Qualify result
'======================
Pos,   Class, Team, Vehicle, Driver, Laps, Best lap, Gap
"1",   "", "ASML McLaren Racing", "vrc_formula_lithium_2023_csp", "bright", "5", "01:35.9500", "-",
"2",   "", "ASDA United", "vrc_formula_lithium_2023_csp", "cndelta", "6", "01:36.2960", "00:00.3460",
"3",   "", "ASML McLaren Racing", "vrc_formula_lithium_2023_csp", "Darkzi", "4", "01:36.6910", "00:00.7410",
"4",   "", "", "vrc_formula_lithium_2023_csp", "Jens Beetsma", "6", "01:36.8440", "00:00.8940",
"5",   "", "River Racing", "vrc_formula_lithium_2023_csp", "Josh Brookes", "6", "01:37.0950", "00:01.1450",
"6",   "", "Bugatti Rimac", "vrc_formula_lithium_2023_csp", "novic", "6", "01:37.1460", "00:01.1960",
"7",   "", "Delta Airlines Korean Air Racing", "vrc_formula_lithium_2023_csp", "Colin Kinzer", "6", "01:37.1670", "00:01.2170",
"8",   "", "River Racing", "vrc_formula_lithium_2023_csp", "Mateusz Wasik", "5", "01:37.3500", "00:01.4000",
"9",   "", "Gabagool Racing", "vrc_formula_lithium_2023_csp", "Ks", "6", "01:37.3640", "00:01.4140",
"10",   "", "Holden Racing Team", "vrc_formula_lithium_2023_csp", "Nahteyue", "6", "01:37.7580", "00:01.8080",
"11",   "", "Bugatti Rimac", "vrc_formula_lithium_2023_csp", "Tareek", "6", "01:38.2820", "00:02.3320",
"12",   "", "", "vrc_formula_lithium_2023_csp", "Shane Ross", "5", "01:38.4770", "00:02.5270",
"13",   "", "", "vrc_formula_lithium_2023_csp", "Nick Chin", "5", "01:38.6040", "00:02.6540",
"14",   "", "", "vrc_formula_lithium_2023_csp", "Jack Olivier", "5", "01:39.1930", "00:03.2430",
"15",   "", "Silver Racing Club", "vrc_formula_lithium_2023_csp", "Miguel Soto", "4", "01:39.7800", "00:03.8300",
"16",   "", "Gabagool Racing", "vrc_formula_lithium_2023_csp", "Aitor Montero", "5", "01:39.9690", "00:04.0190",
"17",   "", "", "vrc_formula_lithium_2023_csp", "Ali YARDIMCI", "5", "01:41.7700", "00:05.8200",
"18",   "", "", "vrc_formula_lithium_2023_csp", "Olilem", "3", "03:09.4900", "01:33.5400",
"19",   "", "Celestia Motorsport", "vrc_formula_lithium_2023_csp", "Skyp Cooper", "0", "-", "-",
"20",   "", "Delta Airline Korean Air Racing", "vrc_formula_lithium_2023_csp", "Alexander Sze", "0", "-", "-",
"21",   "", "Leftest Turn Right", "vrc_formula_lithium_2023_csp", "Alfie Bevan", "0", "-", "-",
"22",   "", "Celestia Motorsport", "vrc_formula_lithium_2023_csp", "Law Loki", "0", "-", "-",
"23",   "", "Holden Racing Team", "vrc_formula_lithium_2023_csp", "Cameron McIntyre", "4", "-", "-",
"24",   "", "Le Samurai Motorsport", "vrc_formula_lithium_2023_csp", "Viktor Nightingale", "0", "-", "-",
"25",   "", "Leftest Turn Right", "vrc_formula_lithium_2023_csp", "potatolad165", "0", "-", "-",
"26",   "", "Le Samurai Motorsport", "vrc_formula_lithium_2023_csp", "Veit Kolbe", "0", "-", "-",
"27",   "", "Silver Racing Club", "vrc_formula_lithium_2023_csp", "Diego Domingo", "0", "-", "-",
"28",   "", "STREAMER", "vrc_formula_lithium_2023_csp", "Moskito1116", "0", "-", "-",

Qualify laps
'======================
Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"bright"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:47.0220", "42.5860", "19.5800", "44.8560",  "F:ST - R:ST",     "0 ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:38.1220", "32.3230", "19.4940", "46.3050",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:36.2970", "32.3290", "19.5440", "44.4240",  "F:ST - R:ST",     "0 ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:45.4750", "41.1160", "19.5750", "44.7840",  "F:ST - R:ST",     "0 ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:35.9500", "32.0730", "19.4220", "44.4550",  "F:ST - R:ST",     "0 ",  
Average,,,"01:40.5732", "36.0854", "19.5230", "44.9648"
Best possible,,, "01:35.9190", "32.0730", "19.4220", "44.4240"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"cndelta"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:58.1920", "52.6450", "19.7600", "45.7870",  "F:ST - R:ST",     "0 ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:36.4630", "32.6040", "19.4120", "44.4470",  "F:ST - R:ST",     "0 ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:37.1650", "32.4320", "19.8680", "44.8650",  "F:ST - R:ST",     "0 ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:36.5850", "32.5990", "19.3810", "44.6050",  "F:ST - R:ST",     "0 ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "03:04.9900", "118.0570", "19.3450", "47.5880",  "F:ST - R:ST",     "0 ",  
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:36.2960", "32.3600", "19.4990", "44.4370",  "F:ST - R:ST",     "0 ",  
Average,,,"01:54.9486", "50.1162", "19.5442", "45.2882"
Best possible,,, "01:36.1420", "32.3600", "19.3450", "44.4370"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Darkzi"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:46.7240", "42.7610", "19.3150", "44.6480",  "F:ST - R:ST",     "0 ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:37.2200", "32.6370", "19.4480", "45.1350",  "F:ST - R:ST",     "0 ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "02:46.7640", "101.8730", "19.5760", "45.3150",  "F:ST - R:ST",     "0 ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:36.6910", "32.4940", "19.4850", "44.7120",  "F:ST - R:ST",     "0 ",  
Average,,,"01:56.8498", "52.4413", "19.4560", "44.9525"
Best possible,,, "01:36.4570", "32.4940", "19.3150", "44.6480"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Jens Beetsma"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:53.1350", "47.4580", "19.7640", "45.9130",  "F:ST - R:ST",     "0 ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:40.0100", "33.2300", "19.8230", "46.9570",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:37.0220", "32.6090", "19.6520", "44.7610",  "F:ST - R:ST",     "0 ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "02:35.6530", "90.2190", "19.9530", "45.4810",  "F:ST - R:ST",     "0 ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:38.0880", "32.4410", "19.5890", "46.0580",  "F:ST - R:ST",     "0 ",  
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:36.8440", "32.5710", "19.3860", "44.8870",  "F:ST - R:ST",     "0 ",  
Average,,,"01:50.1254", "44.7547", "19.6945", "45.6762"
Best possible,,, "01:36.5880", "32.4410", "19.3860", "44.7610"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Josh Brookes"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:52.4960", "47.5800", "19.5480", "45.3680",  "F:ST - R:ST",     "0 ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:37.3780", "32.8160", "19.4900", "45.0720",  "F:ST - R:ST",     "0 ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:37.4080", "33.0350", "19.6470", "44.7260",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:38.1960", "32.5180", "19.8630", "45.8150",  "F:ST - R:ST",     "2  (0s e.t. <>  0s gain) ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:37.1810", "32.7600", "19.4400", "44.9810",  "F:ST - R:ST",     "0 ",  
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:37.0950", "32.5190", "19.4540", "45.1220",  "F:ST - R:ST",     "0 ",  
Average,,,"01:39.9591", "35.2047", "19.5737", "45.1807"
Best possible,,, "01:36.6840", "32.5180", "19.4400", "44.7260"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"novic"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:48.1150", "41.6590", "19.9800", "46.4760",  "F:ST - R:ST",     "0 ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:37.8000", "32.5000", "20.1110", "45.1890",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:43.3730", "37.5480", "20.4110", "45.4140",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:37.2110", "32.4840", "19.7550", "44.9720",  "F:ST - R:ST",     "0 ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:38.7420", "32.7990", "19.5660", "46.3770",  "F:ST - R:ST",     "0 ",  
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:37.1460", "32.5160", "19.5850", "45.0450",  "F:ST - R:ST",     "0 ",  
Average,,,"01:40.3978", "34.9177", "19.9013", "45.5788"
Best possible,,, "01:37.0220", "32.4840", "19.5660", "44.9720"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Colin Kinzer"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:55.6850", "50.6610", "19.8360", "45.1880",  "F:ST - R:ST",     "0 ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:37.1670", "32.5960", "19.5520", "45.0190",  "F:ST - R:ST",     "0 ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:38.5940", "32.6380", "20.5200", "45.4360",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:36.6890", "32.4480", "19.5480", "44.6930",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:37.3020", "32.5910", "19.4400", "45.2710",  "F:ST - R:ST",     "2  (0s e.t. <>  0s gain) ",  
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:37.6990", "32.5750", "19.5340", "45.5900",  "F:ST - R:ST",     "0 ",  
Average,,,"01:40.5226", "35.5848", "19.7383", "45.1995"
Best possible,,, "01:36.5810", "32.4480", "19.4400", "44.6930"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Mateusz Wasik"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:47.7220", "43.0880", "19.6300", "45.0040",  "F:ST - R:ST",     "0 ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:37.3500", "32.8740", "19.6650", "44.8110",  "F:ST - R:ST",     "0 ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "02:10.9950", "66.2750", "19.6110", "45.1090",  "F:ST - R:ST",     "2  (0s e.t. <>  0s gain) ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:37.4200", "32.8050", "19.3770", "45.2380",  "F:ST - R:ST",     "0 ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:37.6280", "32.9320", "19.6600", "45.0360",  "F:ST - R:ST",     "0 ",  
Average,,,"01:46.2230", "41.5948", "19.5886", "45.0396"
Best possible,,, "01:36.9930", "32.8050", "19.3770", "44.8110"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Ks"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:49.5890", "44.5740", "19.7640", "45.2510",  "F:ST - R:ST",     "0 ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:37.3640", "32.8620", "19.5030", "44.9990",  "F:ST - R:ST",     "0 ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:37.3010", "32.6730", "19.7100", "44.9180",  "F:ST - R:ST",     "3  (0s e.t. <>  0s gain) ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:37.7740", "32.9380", "19.6970", "45.1390",  "F:ST - R:ST",     "0 ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:38.5240", "32.7030", "19.4760", "46.3450",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
